unit_id,unit_title,lesson_id,lesson_title,lesson_activity,lesson_activity_name,lesson_notes,lesson_video_id,lesson_objectives
1,Introdu&ccedil;&atilde;o,1,Introdu&ccedil;&atilde;on,yes,Lesson 1.1 Activity,https://docs.google.com/document/d/1RUQMo2N71za2H-W2FnsZWYk8wSP4Q1bytThstskqEyQ/edit,reDUr8gdo1Q,
1,Introdu&ccedil;&atilde;o,2,Filter image results by color,yes,Lesson 1.2 Activity,https://docs.google.com/document/d/1XOGvXQiiSD2NP8_jEzfRPLJGYd_ysQpcGCXbY6_6oYo/edit,K-0RqQWFubM,<ul><li>Apply the strategy of color filtering to find information quickly.</li></ul>
